time, ALLSE, ALLKE, ALLWK, ALLFD
5.190906231291592121e-04, 1.096020889282226562e+02, 6.204068359375000000e+03, 7.110058105468750000e+03, 7.665666503906250000e+02
5.220494931563735008e-04, 1.112185745239257812e+02, 6.201356933593750000e+03, 7.110058105468750000e+03, 7.676182250976562500e+02
5.250088870525360107e-04, 1.127949981689453125e+02, 6.198609375000000000e+03, 7.110058105468750000e+03, 7.687117919921875000e+02
5.280832410790026188e-04, 1.147699737548828125e+02, 6.195420410156250000e+03, 7.110058105468750000e+03, 7.698688354492187500e+02
5.310445558279752731e-04, 1.170258636474609375e+02, 6.192034667968750000e+03, 7.110058105468750000e+03, 7.709550170898437500e+02
5.340065690688788891e-04, 1.188175888061523438e+02, 6.189097656250000000e+03, 7.110058105468750000e+03, 7.720296630859375000e+02
5.370828439481556416e-04, 1.202649154663085938e+02, 6.186453613281250000e+03, 7.110058105468750000e+03, 7.731409301757812500e+02
5.400464287959039211e-04, 1.213356094360351562e+02, 6.184123046875000000e+03, 7.110058105468750000e+03, 7.742549438476562500e+02
5.430114688351750374e-04, 1.215635452270507812e+02, 6.182649902343750000e+03, 7.110058105468750000e+03, 7.754015502929687500e+02
5.460894899442791939e-04, 1.212769546508789062e+02, 6.181651367187500000e+03, 7.110058105468750000e+03, 7.766072998046875000e+02
5.490510957315564156e-04, 1.206737213134765625e+02, 6.180954101562500000e+03, 7.110058105468750000e+03, 7.778013305664062500e+02
5.520118284039199352e-04, 1.196016693115234375e+02, 6.180813476562500000e+03, 7.110058105468750000e+03, 7.789916381835937500e+02
5.550883361138403416e-04, 1.172446365356445312e+02, 6.181789062500000000e+03, 7.110058105468750000e+03, 7.802746582031250000e+02
5.580519791692495346e-04, 1.143874435424804688e+02, 6.183241210937500000e+03, 7.110058105468750000e+03, 7.815860595703125000e+02
5.610153893940150738e-04, 1.118672103881835938e+02, 6.184349609375000000e+03, 7.110058105468750000e+03, 7.828947143554687500e+02
5.640925955958664417e-04, 1.091161422729492188e+02, 6.185558105468750000e+03, 7.110058105468750000e+03, 7.843232421875000000e+02
5.670559476129710674e-04, 1.054838333129882812e+02, 6.187773925781250000e+03, 7.110058105468750000e+03, 7.857204589843750000e+02
5.700198234990239143e-04, 1.018036880493164062e+02, 6.190038085937500000e+03, 7.110058105468750000e+03, 7.871646728515625000e+02
5.730986595153808594e-04, 9.817787170410156250e+01, 6.192153320312500000e+03, 7.110058105468750000e+03, 7.886884155273437500e+02
5.760645144619047642e-04, 9.518267059326171875e+01, 6.193697265625000000e+03, 7.110058105468750000e+03, 7.901292724609375000e+02
5.790290888398885727e-04, 9.295125579833984375e+01, 6.194547851562500000e+03, 7.110058105468750000e+03, 7.915074462890625000e+02
5.821072845719754696e-04, 9.032872772216796875e+01, 6.195812988281250000e+03, 7.110058105468750000e+03, 7.928984985351562500e+02
5.850723828189074993e-04, 8.765927124023437500e+01, 6.197476562500000000e+03, 7.110058105468750000e+03, 7.941627807617187500e+02
5.880389944650232792e-04, 8.418477630615234375e+01, 6.199883789062500000e+03, 7.110058105468750000e+03, 7.953227539062500000e+02
5.910051986575126648e-04, 8.031176757812500000e+01, 6.202670898437500000e+03, 7.110058105468750000e+03, 7.964628295898437500e+02
5.940845585428178310e-04, 7.667619323730468750e+01, 6.205304199218750000e+03, 7.110058105468750000e+03, 7.975612182617187500e+02
5.970468628220260143e-04, 7.361602783203125000e+01, 6.207428222656250000e+03, 7.110058105468750000e+03, 7.985830078125000000e+02
6.000000284984707832e-04, 7.111980438232421875e+01, 6.208947753906250000e+03, 7.110058105468750000e+03, 7.996038818359375000e+02
